direction_id,route_id,stop_sequence,stop_name,stop_lat,stop_lon,ADA,ADA Notes,express,precinct,stop_id
0,J,2,Fulton St,40.710374,-74.007582,1,,1,,226
0,J,3,Chambers St,40.713243,-74.003401,1,,1,,227
0,J,4,Canal St,40.718092,-73.999892,0,,1,,228
0,J,5,Bowery,40.72028,-73.993915,0,,1,,229
0,J,6,Delancey St-Essex St,40.718315,-73.987437,0,,1,,230
0,M,13,Delancey St-Essex St,40.718315,-73.987437,0,,0,,231
0,L,20,1 Av,40.730953,-73.981628,1,,0,,232
0,L,21,3 Av,40.732849,-73.986122,0,,0,,233
0,L,22,14 St-Union Sq,40.734789,-73.99073,1,,0,,234
0,L,23,6 Av,40.737335,-73.996786,0,,0,,235
0,L,24,8 Av,40.739777,-74.002578,1,,0,,236
0,N,14,Canal St,40.718383,-74.00046,0,,1,,237
0,Q,21,Canal St,40.718383,-74.00046,0,,1,,238
0,N,15,14 St-Union Sq,40.735736,-73.990568,1,,1,,239
0,Q,22,14 St-Union Sq,40.735736,-73.990568,1,,1,,240
0,W,29,14 St-Union Sq,40.735736,-73.990568,1,,0,,241
0,R,24,14 St-Union Sq,40.735736,-73.990568,1,,0,,242
0,N,16,34 St-Herald Sq,40.749567,-73.98795,1,,1,,243
0,Q,23,34 St-Herald Sq,40.749567,-73.98795,1,,1,,244
0,W,32,34 St-Herald Sq,40.749567,-73.98795,1,,0,,245
0,R,27,34 St-Herald Sq,40.749567,-73.98795,1,,0,,246
0,N,17,Times Sq-42 St,40.754672,-73.986754,1,,1,,247
0,Q,24,Times Sq-42 St,40.754672,-73.986754,1,,1,,248
0,W,33,Times Sq-42 St,40.754672,-73.986754,1,,0,,249
0,R,28,Times Sq-42 St,40.754672,-73.986754,1,,0,,250
0,N,18,49 St,40.759901,-73.984139,2,Uptown only,1,,251
0,W,34,49 St,40.759901,-73.984139,2,Uptown only,0,,252
0,R,29,49 St,40.759901,-73.984139,2,Uptown only,0,,253
0,N,19,57 St-7 Av,40.764664,-73.980658,1,,1,,254
0,Q,25,57 St-7 Av,40.764664,-73.980658,1,,1,,255
0,W,35,57 St-7 Av,40.764664,-73.980658,1,,0,,256
0,R,30,57 St-7 Av,40.764664,-73.980658,1,,0,,257
0,N,20,5 Av/59 St,40.764811,-73.973347,0,,1,,258
0,W,36,5 Av/59 St,40.764811,-73.973347,0,,0,,259
0,R,31,5 Av/59 St,40.764811,-73.973347,0,,0,,260
0,N,21,Lexington Av/59 St,40.76266,-73.967258,0,,1,,261
0,W,37,Lexington Av/59 St,40.76266,-73.967258,0,,0,,262
0,R,32,Lexington Av/59 St,40.76266,-73.967258,0,,0,,263
0,Q,27,72 St,40.768799,-73.958424,1,,1,,264
0,Q,28,86 St,40.777891,-73.951787,1,,1,,265
0,Q,29,96 St,40.784318,-73.947152,1,,1,,266
0,W,22,Whitehall St-South Ferry,40.703087,-74.012994,0,,0,,267
0,R,17,Whitehall St-South Ferry,40.703087,-74.012994,0,,0,,268
0,W,23,Rector St,40.70722,-74.013342,0,,0,,269
0,R,18,Rector St,40.70722,-74.013342,0,,0,,270
0,W,24,Cortlandt St,40.710668,-74.011029,1,,0,,271
0,R,19,Cortlandt St,40.710668,-74.011029,1,,0,,272
0,W,25,City Hall,40.713282,-74.006978,0,,0,,273
0,R,20,City Hall,40.713282,-74.006978,0,,0,,274
0,W,26,Canal St,40.719527,-74.001775,0,,0,,275
0,R,21,Canal St,40.719527,-74.001775,0,,0,,276
0,W,27,Prince St,40.724329,-73.997702,0,,0,,277
0,R,22,Prince St,40.724329,-73.997702,0,,0,,278
0,W,28,8 St-NYU,40.730328,-73.992629,0,,0,,279
0,R,23,8 St-NYU,40.730328,-73.992629,0,,0,,280
0,W,30,23 St,40.741303,-73.989344,0,,0,,281
0,R,25,23 St,40.741303,-73.989344,0,,0,,282
0,W,31,28 St,40.745494,-73.988691,0,,0,,283
0,R,26,28 St,40.745494,-73.988691,0,,0,,284
1,1,4,Marble Hill-225 St,40.874561,-73.909831,0,,0,,285
1,1,5,215 St,40.869444,-73.915279,0,,0,,286
1,1,6,207 St,40.864621,-73.918822,0,,0,,287
1,1,7,Dyckman St,40.860531,-73.925536,2,Downtown only,0,,288
1,1,8,191 St,40.855225,-73.929412,0,,0,,289
1,1,9,181 St,40.849505,-73.933596,0,,0,,290
1,1,10,168 St-Washington Hts,40.840556,-73.940133,0,,0,,291
1,1,11,157 St,40.834041,-73.94489,0,,0,,292
1,1,12,145 St,40.826551,-73.95036,0,,0,,293
1,1,13,137 St-City College,40.822008,-73.953676,0,,0,,294
1,1,14,125 St,40.815581,-73.958372,0,,0,,295
1,1,15,116 St-Columbia University,40.807722,-73.96411,0,,0,,296
1,1,16,Cathedral Pkwy (110 St),40.803967,-73.966847,0,,0,,297
1,1,17,103 St,40.799446,-73.968379,0,,0,,298
1,1,18,96 St,40.793919,-73.972323,1,,0,,299
1,2,25,96 St,40.793919,-73.972323,1,,1,,300
1,3,7,96 St,40.793919,-73.972323,1,,1,,301
1,1,19,86 St,40.788644,-73.976218,0,,0,,302
1,1,20,79 St,40.783934,-73.979917,0,,0,,303
1,1,21,72 St,40.778453,-73.98197,1,,0,,304
1,2,26,72 St,40.778453,-73.98197,1,,1,,305
1,3,8,72 St,40.778453,-73.98197,1,,1,,306
1,1,22,66 St-Lincoln Center,40.77344,-73.982209,1,,0,,307
1,1,23,59 St-Columbus Circle,40.768247,-73.981929,1,,0,,308
1,1,24,50 St,40.761728,-73.983849,0,,0,,309
1,1,25,Times Sq-42 St,40.75529,-73.987495,1,,0,,310
1,2,27,Times Sq-42 St,40.75529,-73.987495,1,,1,,311
1,3,9,Times Sq-42 St,40.75529,-73.987495,1,,1,,312
1,1,26,34 St-Penn Station,40.750373,-73.991057,1,,0,,313
1,2,28,34 St-Penn Station,40.750373,-73.991057,1,,1,,314
1,3,10,34 St-Penn Station,40.750373,-73.991057,1,,1,,315
1,1,27,28 St,40.747215,-73.993365,0,,0,,316
1,1,28,23 St,40.744081,-73.995657,0,,0,,317
1,1,29,18 St,40.74104,-73.997871,0,,0,,318
1,1,30,14 St,40.737826,-74.000201,0,,0,,319
1,2,29,14 St,40.737826,-74.000201,0,,1,,320
1,3,11,14 St,40.737826,-74.000201,0,,1,,321
1,1,31,Christopher St-Sheridan Sq,40.733422,-74.002906,0,,0,,322
1,1,32,Houston St,40.728251,-74.005367,0,,0,,323
1,1,33,Canal St,40.722854,-74.006277,0,,0,,324
1,1,34,Franklin St,40.719318,-74.006886,0,,0,,325
1,1,35,Chambers St,40.715478,-74.009266,1,,0,,326
1,2,30,Chambers St,40.715478,-74.009266,1,,1,,327
1,3,12,Chambers St,40.715478,-74.009266,1,,1,,328
1,1,36,WTC Cortlandt,40.711835,-74.012188,1,,0,,329
1,1,37,Rector St,40.707513,-74.013783,0,,0,,330
1,1,38,South Ferry,40.702068,-74.013664,1,,0,,331
1,2,21,135 St,40.814229,-73.94077,1,,1,,332
1,3,3,135 St,40.814229,-73.94077,1,,1,,333
1,2,22,125 St,40.807754,-73.945495,0,,1,,334
1,3,4,125 St,40.807754,-73.945495,0,,1,,335
1,2,23,116 St,40.802098,-73.949625,0,,1,,336
1,3,5,116 St,40.802098,-73.949625,0,,1,,337
1,2,24,Central Park North (110 St),40.799075,-73.951822,0,,1,,338
1,3,6,Central Park North (110 St),40.799075,-73.951822,0,,1,,339
1,2,31,Park Place,40.713051,-74.008811,0,,1,,340
1,3,13,Park Place,40.713051,-74.008811,0,,1,,341
1,2,32,Fulton St,40.709416,-74.006571,1,,1,,342
1,3,14,Fulton St,40.709416,-74.006571,1,,1,,343
1,2,33,Wall St,40.706821,-74.0091,0,,1,,344
1,3,15,Wall St,40.706821,-74.0091,0,,1,,345
1,3,1,Harlem-148 St,40.82388,-73.93647,0,,1,,346
1,3,2,145 St,40.820421,-73.936245,0,,1,,347
1,4,14,125 St,40.804138,-73.937594,1,,1,,348
1,5,14,125 St,40.804138,-73.937594,1,,1,,349
1,6X,10,125 St,40.804138,-73.937594,1,,0,,350
1,6,13,125 St,40.804138,-73.937594,1,,0,,351
1,4,15,86 St,40.779492,-73.955589,2,Uptown 6 only,1,,352
1,5,15,86 St,40.779492,-73.955589,2,Uptown 6 only,1,,353
1,6X,15,86 St,40.779492,-73.955589,2,Uptown 6 only,0,,354
1,6,18,86 St,40.779492,-73.955589,2,Uptown 6 only,0,,355
1,4,16,59 St,40.762526,-73.967967,0,,1,,356
1,5,16,59 St,40.762526,-73.967967,0,,1,,357
1,6X,18,59 St,40.762526,-73.967967,0,,0,,358
1,6,21,59 St,40.762526,-73.967967,0,,0,,359
1,4,17,Grand Central-42 St,40.751776,-73.976848,1,,1,,360
1,5,17,Grand Central-42 St,40.751776,-73.976848,1,,1,,361
1,6X,20,Grand Central-42 St,40.751776,-73.976848,1,,0,,362
1,6,23,Grand Central-42 St,40.751776,-73.976848,1,,0,,363
1,4,18,14 St-Union Sq,40.734673,-73.989951,0,,1,,364
1,5,18,14 St-Union Sq,40.734673,-73.989951,0,,1,,365
1,6X,24,14 St-Union Sq,40.734673,-73.989951,0,,0,,366
1,6,27,14 St-Union Sq,40.734673,-73.989951,0,,0,,367
1,4,19,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,1,,368
1,5,19,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,1,,369
1,6X,29,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,0,,370
1,6,32,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,0,,371
1,4,20,Fulton St,40.710368,-74.009509,1,,1,,372
1,5,20,Fulton St,40.710368,-74.009509,1,,1,,373
1,4,21,Wall St,40.707557,-74.011862,0,,1,,374
1,5,21,Wall St,40.707557,-74.011862,0,,1,,375
1,4,22,Bowling Green,40.704817,-74.014065,1,,1,,376
1,5,22,Bowling Green,40.704817,-74.014065,1,,1,,377
1,6X,11,116 St,40.798629,-73.941617,0,,0,,378
1,6,14,116 St,40.798629,-73.941617,0,,0,,379
1,6X,12,110 St,40.79502,-73.94425,0,,0,,380
1,6,15,110 St,40.79502,-73.94425,0,,0,,381
1,6X,13,103 St,40.7906,-73.947478,0,,0,,382
1,6,16,103 St,40.7906,-73.947478,0,,0,,383
1,6X,14,96 St,40.785672,-73.95107,0,,0,,384
1,6,17,96 St,40.785672,-73.95107,0,,0,,385
1,6X,16,77 St,40.77362,-73.959874,0,,0,,386
1,6,19,77 St,40.77362,-73.959874,0,,0,,387
1,6X,17,68 St-Hunter College,40.768141,-73.96387,0,,0,,388
1,6,20,68 St-Hunter College,40.768141,-73.96387,0,,0,,389
1,6X,19,51 St,40.757107,-73.97192,1,,0,,390
1,6,22,51 St,40.757107,-73.97192,1,,0,,391
1,6X,21,33 St,40.746081,-73.982076,0,,0,,392
1,6,24,33 St,40.746081,-73.982076,0,,0,,393
1,6X,22,28 St,40.74307,-73.984264,2,Downtown only,0,,394
1,6,25,28 St,40.74307,-73.984264,2,Downtown only,0,,395
1,6X,23,23 St,40.739864,-73.986599,1,,0,,396
1,6,26,23 St,40.739864,-73.986599,1,,0,,397
1,6X,25,Astor Pl,40.730054,-73.99107,0,,0,,398
1,6,28,Astor Pl,40.730054,-73.99107,0,,0,,399
1,6X,26,Bleecker St,40.725915,-73.994659,1,,0,,400
1,6,29,Bleecker St,40.725915,-73.994659,1,,0,,401
1,6X,27,Spring St,40.722301,-73.997141,0,,0,,402
1,6,30,Spring St,40.722301,-73.997141,0,,0,,403
1,6X,28,Canal St,40.718803,-74.000193,1,,0,,404
1,6,31,Canal St,40.718803,-74.000193,1,,0,,405
1,7,19,Grand Central-42 St,40.751431,-73.976041,1,,0,,406
1,7X,9,Grand Central-42 St,40.751431,-73.976041,1,,0,,407
1,7,20,5 Av,40.753821,-73.981963,0,,0,,408
1,7X,10,5 Av,40.753821,-73.981963,0,,0,,409
1,7,21,Times Sq-42 St,40.755477,-73.987691,1,,0,,410
1,7X,11,Times Sq-42 St,40.755477,-73.987691,1,,0,,411
1,7,22,34 St-Hudson Yards,40.755882,-74.00191,1,,0,,412
1,7X,12,34 St-Hudson Yards,40.755882,-74.00191,1,,0,,413
1,GS,1,Times Sq-42 St,40.755983,-73.986229,0,,0,,414
1,GS,2,Grand Central-42 St,40.752769,-73.979189,1,,0,,415
1,A,1,Inwood-207 St,40.868072,-73.919899,1,,1,,416
1,A,2,Dyckman St,40.865491,-73.927271,0,,1,,417
1,A,3,190 St,40.859022,-73.93418,0,,1,,418
1,A,4,181 St,40.851695,-73.937969,0,,1,,419
1,A,5,175 St,40.847391,-73.939704,1,,1,,420
1,A,6,168 St,40.840719,-73.939561,1,,1,,421
1,C,1,168 St,40.840719,-73.939561,1,,0,,422
1,A,7,145 St,40.824783,-73.944216,0,,1,,423
1,C,4,145 St,40.824783,-73.944216,0,,0,,424
1,A,8,125 St,40.811109,-73.952343,1,,1,,425
1,B,13,125 St,40.811109,-73.952343,1,,1,,426
